,Q_f_HPP [m^3/hr],P_f_RO [bar],RO_rr [%],q_f [m^3/hr],P_c [bar],S_c [mg/L],num_turbos [-],turbo_model [-],suction_pressure [bar],exhaust_pressure [bar],bypass_flowrate [m^3/hr],turbo_efficiency [%],valve_position [-],P_hpp_outlet [bar],hpp_efficiency [%,motor_efficiency [%],vfd_efficiency [%],sec_system [kWh/m^3],warning [-]
399,301.8,54.21,44.7,12.78177354,48.94,64227,1,AT 1500,1.01,1.4,0,69,Closed,36.07,78.6,93.9,97,3.04,0
400,288.5,56.18,47.4,15.02187036,49.16,66719,1,AT 1500,1.01,1.4,0,68,Closed,39.1,78.4,93.9,97,3.13,0
401,828,38.21,56.8,6.366135366,37.1,76632,1,LPT 2000,1.01,1.4,0,162.3,Closed,13.18,84,95.1,97,0.77,0
402,2050.3,69.92,21.9,5.495908362,68.64,48419,0,0,0,0,0,0,0,0,0,0,0,0,1
403,1145.4,61.68,53.6,3.673802596,61.29,73087,1,AT 6000,1.01,1.4,0,71.7,Closed,41.77,85.6,95.4,97,2.66,0
404,1782.3,42.32,41,10.88787457,38.31,61061,0,0,0,0,0,0,0,0,0,0,0,0,1
405,1954.2,36.76,59.7,8.454320178,34.88,80404,0,0,0,0,0,0,0,0,0,0,0,0,1
406,913,47.81,36.5,11.27651723,43.26,57620,1,AT 6000,1.01,1.4,0,75.3,Closed,27.81,84.5,95.2,97,2.61,0
407,1671.9,33.52,54.5,9.222839528,31.12,74005,0,0,0,0,0,0,0,0,0,0,0,0,1
408,1911.8,55.98,32,7.681631203,53.75,54506,0,0,0,0,0,0,0,0,0,0,0,0,1
409,1531.3,63.95,45.5,10.36955175,60.52,64963,1,AT 7800,1.01,1.4,0,76.8,Closed,39.21,87,95.8,97,2.89,0
410,2164,63.42,44.5,6.05948648,62.23,64056,0,0,0,0,0,0,0,0,0,0,0,0,1
411,1136.4,35.79,33.8,6.738883889,34.11,55737,1,AT 7800,1.01,1.4,0,76.4,Closed,19.25,85.6,95.4,97,1.89,0
412,1174.5,46.85,37.3,15.34173252,38.52,58205,1,AT 7800,1.01,1.4,0,76.6,Closed,29.03,85.8,95.5,97,2.63,0
413,959.5,62.33,52.9,13.21391772,57.28,72212,0,0,0,0,0,0,0,0,0,0,0,0,1
414,494,40.2,24.2,12.44818567,33.8,49665,1,AT 4150,1.01,1.4,0,72.6,Closed,22.36,80.7,94.5,97,3.31,0
415,1336.4,54.62,32.7,12.19583143,49.06,54980,1,AT 7800,1.01,1.4,0,77.3,Closed,29.82,86.4,95.6,97,3.06,0
416,797.4,65.27,48.1,8.377225046,63.11,67394,1,AT 4150,1.01,1.4,0,72.4,Closed,42.09,82.8,95,97,3.11,0
417,1478.3,39.3,27.5,7.580548908,37.01,51605,0,0,0,0,0,0,0,0,0,0,0,0,1
418,74.1,34.4,41.5,11.63712273,29.85,61438,1,AT 550,1.01,1.4,0,67.8,Closed,23.11,72.5,92.3,97,2.28,0
419,2168.7,45.17,58.7,14.43077945,39.62,79120,0,0,0,0,0,0,0,0,0,0,0,0,1
420,1359.5,30.52,44.4,6.123185107,29.3,63876,1,AT 7800,1.01,1.4,0,76.6,Closed,18.63,86.4,95.6,97,1.38,0
421,842.6,41.11,21.7,14.08634026,32.68,48269,1,AT 7800,1.01,1.4,0,74.2,Closed,22.94,84.1,95.1,97,3.62,0
422,1825.7,58.75,27.1,10.91091169,54,51422,0,0,0,0,0,0,0,0,0,0,0,0,1
423,1208.3,64.78,22.3,14.85669868,55.47,48649,1,AT 7800,1.01,1.4,0,76.1,Closed,32.8,85.9,95.5,97,4.98,0
424,1032.8,49.93,55.2,12.62022107,45.46,74756,1,AT 6000,1.01,1.4,0,70.5,Closed,36.02,85.1,95.3,97,2.24,0
425,830.7,34.6,38.3,4.158278839,34,58980,1,AT 6000,1.01,1.4,0,74.8,Closed,19.55,84,95.1,97,1.74,0
426,946,27.01,45.9,12.70783223,21.89,65263,1,AT 7800,1.01,1.4,0,73.2,Closed,18.9,84.7,95.2,97,1.38,0
427,1519.2,44.34,54.1,7.901763299,42.56,73497,1,AT 7800,1.01,1.4,0,73.3,Closed,30.49,86.9,95.7,97,1.87,0
428,140,29.22,36.9,8.090128762,26.89,57930,1,LPT 1000,1.01,1.4,0,66.6,Closed,18.51,75.3,93.1,97,1.94,0
429,1937.4,45.98,25.1,10.55761697,41.42,50175,0,0,0,0,0,0,0,0,0,0,0,0,1
430,1254.4,66.77,55.7,6.769813618,65.5,75493,1,AT 6000,1.01,1.4,0,70.8,Closed,46.66,86.1,95.5,97,2.85,0
431,1142.4,32.07,55.2,15.25211621,25.55,74768,1,AT 7800,1.01,1.4,0,70.5,Closed,24.44,85.6,95.4,97,1.49,0
432,552.4,30.72,40.1,15.48499081,22.53,60344,1,AT 4150,1.01,1.4,0,72.4,Closed,21.56,81.2,94.6,97,1.91,0
433,1358.2,38.15,32.4,8.645748404,35.35,54765,0,0,0,0,0,0,0,0,0,0,0,0,1
434,910,33.33,56.2,8.214769432,31.47,75989,1,AT 6000,1.01,1.4,0,69.3,Closed,24.2,84.5,95.2,97,1.47,0
435,478.1,67.9,41.9,12.02623156,63.07,61857,1,AT 2150,1.01,1.4,0,72.5,Closed,41.92,80.6,94.4,97,3.67,0
436,1732.3,29.95,22.1,5.974692884,28.44,48498,0,0,0,0,0,0,0,0,0,0,0,0,1
437,83,56.79,32.6,6.388079138,55.26,54909,1,AT 425,1.01,1.4,0,65.3,Closed,33.08,73,92.5,97,4.17,0
438,106.3,68.9,29.5,5.889230383,67.55,52905,1,AT 550,1.01,1.4,0,65.4,Closed,38.39,74.1,92.8,97,5.28,0
439,1345.1,39.61,51.2,12.8238947,34.74,70339,1,AT 7800,1.01,1.4,0,74,Closed,27.57,86.4,95.6,97,1.8,0
440,228.5,67.01,53.9,10.45811808,63.89,73423,0,0,0,0,0,0,0,0,0,0,0,0,1
441,97.5,31.04,20.3,4.73780898,30.08,47471,1,AT 875,1.01,1.4,0,63.8,Closed,16.46,73.7,92.7,97,3.19,0
442,1700.6,40.06,32.1,9.140353193,36.91,54553,0,0,0,0,0,0,0,0,0,0,0,0,1
443,444.4,52.39,42.8,6.938413362,50.8,62586,1,AT 2150,1.01,1.4,0,72.3,Closed,31.96,80.3,94.4,97,2.73,0
444,2123.3,69.59,57.4,6.406569317,68.48,77454,0,0,0,0,0,0,0,0,0,0,0,0,1
445,2203.4,58.57,51.2,5.351378072,57.73,70458,0,0,0,0,0,0,0,0,0,0,0,0,1
446,976.7,59.25,45.3,7.00699567,57.68,64764,1,AT 4150,1.01,1.4,0,74.5,Closed,36.32,84.9,95.2,97,2.76,0
447,875,66.52,25.6,6.328601614,64.89,50537,0,0,0,0,0,0,0,0,0,0,0,0,1
448,34.8,38.6,54,14.91748077,32.27,73440,1,AT 250,1.01,1.4,0,59.5,Closed,30.15,68.9,91.5,97,2.45,0
449,996.6,28.52,28.7,8.852701197,25.45,52374,0,0,0,0,0,0,0,0,0,0,0,0,1
450,1450.9,34.52,55.8,12.46608976,30.2,75473,0,0,0,0,0,0,0,0,0,0,0,0,1
451,284.5,27.25,41,12.52523004,21.95,61057,1,LPT 1000,1.01,1.4,0,68.7,Closed,18.92,78.4,93.9,97,1.7,0
452,1753.4,27.43,51.6,12.41709568,22.89,70744,0,0,0,0,0,0,0,0,0,0,0,0,1
453,883,29.06,58,13.58949987,24.08,78120,0,0,0,0,0,0,0,0,0,0,0,0,1
454,469.1,33.05,29.6,15.27910184,23.99,52925,1,AT 4150,1.01,1.4,0,72.1,Closed,21.58,80.5,94.4,97,2.62,0
455,1181.3,62.95,43.4,8.661031552,60.49,63113,1,AT 6000,1.01,1.4,0,75.9,Closed,37.58,85.8,95.5,97,2.95,0
456,2143.5,51.39,53.4,12.69146664,46.76,72782,0,0,0,0,0,0,0,0,0,0,0,0,1
457,1726.1,54.38,35.8,6.780908111,52.72,57129,1,AT 7800,1.01,2,0,78.9,Closed,28.7,87.5,95.9,97,2.64,0
458,412.1,59.71,23,12.05731643,53.62,49016,1,AT 3250,1.01,1.4,0,72,Closed,30.75,79.9,94.3,97,4.91,0
459,541.1,53.56,25.5,5.087740129,52.51,50447,1,AT 3250,1.01,1.4,0,73,Closed,25.75,81.1,94.6,97,3.62,0
460,679.2,52.96,53.9,7.614954829,51.3,73297,0,0,0,0,0,0,0,0,0,0,0,0,1
461,1679.9,30.81,58,5.166064697,30.09,78187,0,0,0,0,0,0,0,0,0,0,0,0,1
462,1264.4,27.72,45.6,5.05474689,26.91,64959,1,AT 7800,1.01,1.4,0,75.5,Closed,17.24,86.1,95.5,97,1.24,0
463,284.7,46.5,56.5,12.12935784,42.45,76323,1,AT 1500,1.01,1.4,0,63.6,Closed,35.15,78.4,93.9,97,2.35,0
464,1080.4,54.06,22,9.832215815,49.96,48458,1,AT 7800,1.01,1.4,0,75.5,Closed,25.48,85.4,95.4,97,3.91,0
465,1788.4,60.06,59.4,8.053348757,58.35,80039,1,AT 7800,1.01,1.4,0,71.1,Closed,43.62,87.7,95.9,97,2.44,0
466,2130.1,54.99,32.7,5.800507429,53.73,54981,0,0,0,0,0,0,0,0,0,0,0,0,1
467,761.4,69.67,52.6,5.203913897,68.89,71958,0,0,0,0,0,0,0,0,0,0,0,0,1
468,2216.6,67.45,25.4,14.90619223,58.4,50421,0,0,0,0,0,0,0,0,0,0,0,0,1
469,741.6,35.27,41.9,11.98485875,30.48,61835,1,AT 6000,1.01,1.4,0,74.1,Closed,22.74,82.5,94.9,97,1.9,0
470,2173.4,46.35,51.3,11.92683958,42.15,70471,0,0,0,0,0,0,0,0,0,0,0,0,1
471,74.6,63.25,57.3,13.37988572,58.38,77318,1,AT 425,1.01,1.4,0,57.3,Closed,49.31,72.5,92.4,97,3.6,0
472,1139.7,48.23,30.8,3.819578551,47.67,53750,1,AT 7800,1.01,1.4,0,76.4,Closed,23.77,85.6,95.4,97,2.59,0
473,110.6,59.51,34.9,11.51664267,54.67,56497,1,AT 875,1.01,1.4,0,65.5,Closed,36.8,74.3,92.8,97,4.26,0
474,79.8,36.01,33.7,4.079465913,35.4,55650,1,AT 550,1.01,1.4,0,66.5,Closed,21.01,72.8,92.4,97,2.53,0
475,702.4,64.39,38.4,8.087222212,62.11,59084,1,AT 3250,1.01,1.4,0,73.9,Closed,36.73,82.2,94.9,97,3.41,0
476,324.3,42.67,55.9,13.44845088,37.65,75634,1,AT 2150,1.01,1.4,0,66.2,Closed,32.08,78.9,94,97,2.15,0
477,817.3,57.24,27.5,15.41633023,47.79,51647,0,0,0,0,0,0,0,0,0,0,0,0,1
478,1711.7,68.41,39.1,14.15130056,61.48,59677,1,AT 7800,1.01,1.9,0,78.6,Closed,39.9,87.5,95.9,97,3.4,0
479,256,44.99,46.4,9.355681778,42.22,65700,1,AT 1500,1.01,1.4,0,68,Closed,30.11,77.9,93.7,97,2.46,0
480,1801.4,68.99,54.7,13.27581214,64.02,74333,1,AT 7800,1.01,1.4,0,73.6,Closed,48.11,87.7,95.9,97,2.93,0
481,1634.6,52.72,29.2,12.70220332,46.43,52711,0,0,0,0,0,0,0,0,0,0,0,0,1
482,191.6,38.27,45.2,8.02347707,36.21,64660,1,LPT 1000,1.01,1.4,0,67.4,Closed,25.41,76.6,93.4,97,2.16,0
483,448.5,68.53,50,4.94456607,67.79,69212,1,AT 2150,1.01,1.4,0,69.7,Closed,45.4,80.3,94.4,97,3.35,0
484,2115.6,60.88,52.1,12.73485336,56.14,71439,0,0,0,0,0,0,0,0,0,0,0,0,1
485,25.3,41.75,21.1,10.29258113,37.21,47921,1,AT 250,1.01,1.4,0,57.7,Closed,25.45,67.2,91.1,97,5.42,0
486,1124.2,43.45,43.7,7.429205447,41.65,63317,1,AT 6000,1.01,1.4,0,75.7,Closed,26.29,85.6,95.4,97,2.03,0
487,824.4,63.17,40,8.842725101,60.49,60363,1,AT 4150,1.01,1.4,0,74.6,Closed,36.71,84,95.1,97,3.2,0
488,976,36.36,34.2,15.03739242,28.05,55938,1,AT 7800,1.01,1.4,0,75.6,Closed,23.11,84.9,95.2,97,2.29,0
489,2026.1,37.84,24.3,12.29181878,31.61,49728,0,0,0,0,0,0,0,0,0,0,0,0,1
490,255.1,47.02,40.8,5.401935355,46.04,60963,1,AT 1500,1.01,1.4,0,69.3,Closed,28.69,77.9,93.7,97,2.66,0
491,1426.6,46.99,30.3,3.685894305,46.46,53422,1,AT 7800,1.01,1.4,0,77.7,Closed,22.59,86.7,95.7,97,2.46,0
492,1324.8,33.31,23.7,8.704488842,30.16,49381,0,0,0,0,0,0,0,0,0,0,0,0,1
493,2205.5,56.24,20.7,9.266770025,52.55,47737,0,0,0,0,0,0,0,0,0,0,0,0,1
494,1617.9,38.51,30.1,10.32529499,34.4,53220,0,0,0,0,0,0,0,0,0,0,0,0,1
495,336.5,29.78,52.3,10.18300734,26.76,71487,1,LPT 1000,1.01,1.4,0,66.1,Closed,21.78,79.1,94,97,1.53,0
496,1189.9,61.93,32.6,11.85745667,56.66,54963,1,AT 6000,1.01,1.6,0,76.6,Closed,33.49,85.8,95.5,97,3.48,0
497,1216.2,30.44,57.7,10.34402617,27.54,77784,1,AT 7800,1.01,1.4,0,69.9,Closed,22.71,85.9,95.5,97,1.31,0
498,292.7,64.12,35.1,13.57547633,57.42,56654,1,AT 1500,1.01,1.8,0,69.8,Closed,38.93,78.5,93.9,97,4.2,0
499,2193.5,41.49,20.6,13.70435416,33.41,47647,0,0,0,0,0,0,0,0,0,0,0,0,1
500,233.6,49.33,24.4,13.27282782,42.07,49784,1,AT 1500,1.01,1.5,0,68.8,Closed,28.22,77.5,93.6,97,4.4,0
501,1805.1,42.14,24.9,10.83241574,37.33,50092,0,0,0,0,0,0,0,0,0,0,0,0,1
502,2064.1,56.06,39.5,6.356723438,54.67,59958,0,0,0,0,0,0,0,0,0,0,0,0,1
503,887.1,67.85,34.4,4.80973298,67,56195,1,AT 4150,1.01,1.7,0,74.7,Closed,35.83,84.4,95.1,97,3.61,0
504,1565.3,42.56,32.3,7.352152151,40.53,54725,0,0,0,0,0,0,0,0,0,0,0,0,1
505,2133.4,52.9,47.7,6.797677938,51.46,66931,0,0,0,0,0,0,0,0,0,0,0,0,1
506,1312.5,67.97,58.9,13.15422933,63.37,79354,0,0,0,0,0,0,0,0,0,0,0,0,1
507,1847.4,46.08,45.2,6.054000631,44.9,64647,0,0,0,0,0,0,0,0,0,0,0,0,1
508,101.9,39.76,38.7,10.52570792,35.91,59293,1,AT 875,1.01,1.4,0,65.6,Closed,25.88,73.9,92.7,97,2.69,0
509,1420.2,43.83,43.5,14.92411674,36.54,63180,1,AT 7800,1.01,1.4,0,77.1,Closed,28.52,86.6,95.7,97,2.19,0
510,1112.5,33.97,46.2,15.04111666,26.82,65524,1,AT 7800,1.01,1.4,0,74.6,Closed,23.77,85.5,95.4,97,1.73,0
511,114.2,41.44,40.7,9.012132853,38.69,60839,1,AT 875,1.01,1.4,0,68.3,Closed,26.34,74.4,92.8,97,2.58,0
512,1586.9,53.62,53.3,11.79440186,49.62,72689,1,AT 7800,1.01,1.4,0,74,Closed,36.96,87.1,95.8,97,2.31,0
513,862.6,45.42,57.4,5.117246545,44.71,77480,0,0,0,0,0,0,0,0,0,0,0,0,1
514,1922.9,45.69,58.5,12.74557322,41.34,78814,0,0,0,0,0,0,0,0,0,0,0,0,1
515,1542.6,62.07,29.4,4.661416756,61.22,52830,1,AT 7800,1.01,1.9,0,77.9,Closed,29.43,87,95.8,97,3.32,0
516,1684.8,51.82,49.9,14.22554358,45.73,69085,1,AT 7800,1.01,1.4,0,75.9,Closed,34.95,87.4,95.9,97,2.33,0
517,205.2,28.3,56.6,13.89493061,22.99,76336,1,LPT 1000,1.01,1.4,0,61.8,Closed,22.51,76.9,93.5,97,1.51,0
518,295.8,50.7,53.7,14.49154154,44.69,73128,1,AT 1500,1.01,1.4,0,65.2,Closed,37.63,78.5,93.9,97,2.65,0
519,1687.5,64.62,33,7.16878511,62.7,55217,1,AT 7800,1.01,2.1,0,78.4,Closed,32.78,87.4,95.9,97,3.29,0
520,1793.3,48.63,57,4.104850665,48.17,76929,0,0,0,0,0,0,0,0,0,0,0,0,1
521,351.9,41.83,20,8.280545847,38.87,47374,1,AT 3250,1.01,1.4,0,71.2,Closed,20.5,79.3,94.1,97,3.74,0
522,1630.2,27.78,47.4,12.81514071,22.67,66616,0,0,0,0,0,0,0,0,0,0,0,0,1
523,1267.6,51.77,37.3,14.86034704,43.96,58233,1,AT 7800,1.01,1.4,0,77,Closed,31.22,86.1,95.5,97,2.82,0
524,1896.3,34.12,47.8,12.21267836,29.5,66992,0,0,0,0,0,0,0,0,0,0,0,0,1
525,13.5,54.14,26,10.40377537,49.76,50751,1,AT 95,1.01,1.4,0,35.6,Closed,41.41,62.5,90.4,97,7.87,0
526,1758.7,50.8,51.6,13.50017016,45.44,70860,0,0,0,0,0,0,0,0,0,0,0,0,1
527,1720.3,58.94,32.8,8.033528931,56.53,55094,0,0,0,0,0,0,0,0,0,0,0,0,1
528,1414.9,53.92,46.7,13.65417679,48.07,66064,1,AT 7800,1.01,1.4,0,76.1,Closed,34.98,86.6,95.7,97,2.51,0
529,545.7,62.72,53.6,3.659549619,62.34,72980,1,AT 3250,1.01,1.4,0,68.6,Closed,43.33,81.2,94.6,97,2.95,0
530,165.3,55.4,44.9,3.796905165,54.93,64403,1,AT 875,1.01,1.4,0,67.3,Closed,35.54,76,93.2,97,3.11,0
531,1210.6,51.04,34.7,5.235204006,50.04,56373,1,AT 7800,1.01,1.4,0,76.7,Closed,26.67,85.9,95.5,97,2.58,0
532,281,27.31,46,9.747965836,24.3,65317,1,LPT 1000,1.01,1.4,0,67.8,Closed,18.93,78.3,93.8,97,1.52,0
533,1472.1,63.33,42.6,4.327837724,62.71,62477,1,AT 6000,1.01,1.6,0,77.2,Closed,36.24,86.8,95.7,97,2.85,0
534,1298.5,47.9,51.5,14.03842799,42.09,70723,1,AT 7800,1.01,1.4,0,73.6,Closed,33.37,86.2,95.6,97,2.18,0
535,550.6,61.61,48.1,5.685798474,60.61,67416,1,AT 3250,1.01,1.4,0,71.1,Closed,39.75,81.2,94.6,97,3,0
536,1433.3,36.53,46.6,6.894759623,35.03,65907,1,AT 7800,1.01,1.4,0,76.2,Closed,22.84,86.7,95.7,97,1.62,0
537,511.4,32.68,29.8,4.618953489,31.85,53068,1,LPT 2000,1.01,1.4,0,79.3,Closed,15.73,80.9,94.5,97,1.85,0
538,1259.1,50.33,50.2,10.96630562,46.72,69432,1,AT 6000,1.01,1.4,0,74.1,Closed,33.62,86.1,95.5,97,2.26,0
539,2210.4,40.02,57.1,15.16921323,33.74,77061,0,0,0,0,0,0,0,0,0,0,0,0,1
540,1036.7,33.44,47.6,6.249574511,32.23,66777,1,AT 6000,1.01,1.4,0,74,Closed,21.48,85.2,95.3,97,1.52,0
541,15.7,46.93,51.5,11.14363779,43.27,70751,1,AT 95,1.01,1.4,0,31.7,Closed,40.48,63.9,90.6,97,3.79,0
542,404.3,53.91,38.4,12.49397545,48.46,59087,1,AT 2150,1.01,1.4,0,72.5,Closed,32.9,79.9,94.3,97,3.16,0
543,940.3,55.82,56.2,9.06761596,53.54,75948,0,0,0,0,0,0,0,0,0,0,0,0,1
544,790.1,49.06,52.5,8.885482666,46.76,71762,1,AT 4150,1.01,1.4,0,70.6,Closed,33.84,82.7,95,97,2.28,0
545,1082.2,51.89,43.2,11.47927651,47.56,62887,1,AT 6000,1.01,1.4,0,75.6,Closed,32.06,85.4,95.4,97,2.53,0
546,2088.4,68.48,48.8,7.793511541,66.63,68097,0,0,0,0,0,0,0,0,0,0,0,0,1
547,1810.8,58.81,49.9,5.005487307,58.06,69082,1,AT 7800,1.01,1.4,0,76.3,Closed,37.16,87.7,95.9,97,2.47,0
548,139.7,58.54,37.6,13.77091915,51.86,58497,1,AT 875,1.01,1.4,0,66.9,Closed,37.48,75.3,93.1,97,3.97,0
549,160,44.4,50.8,11.22557836,40.65,70005,1,AT 875,1.01,1.4,0,65.1,Closed,31.82,75.9,93.2,97,2.46,0
550,1283,65.25,48.4,11.56890446,61.14,67633,1,AT 6000,1.01,1.4,0,74.7,Closed,42.23,86.2,95.6,97,2.96,0
551,570.6,59.31,27,4.175320941,58.61,51378,1,AT 3250,1.01,1.4,0,73.3,Closed,28.72,81.3,94.6,97,3.82,0
552,205.5,53.73,49.9,9.157245218,51.2,69155,0,0,0,0,0,0,0,0,0,0,0,0,1
553,1676.4,69.37,56.7,15.3810927,62.87,76633,1,AT 7800,1.01,1.4,0,72.1,Closed,50.18,87.4,95.9,97,2.97,0
554,1101.7,62.49,28.4,14.81339904,53.86,52236,1,AT 6000,1.01,1.6,0,76.2,Closed,33.98,85.5,95.4,97,4.08,0
555,1914.2,57.8,43.6,14.2505816,51.16,63266,0,0,0,0,0,0,0,0,0,0,0,0,1
556,1879.5,64.42,59,6.82555535,63.18,79581,1,AT 7800,1.01,1.4,0,71.4,Closed,46.33,87.9,96,97,2.61,0
557,2187.6,37.12,20.2,9.953484384,32.84,47438,0,0,0,0,0,0,0,0,0,0,0,0,1
558,2080,45.05,50.1,8.770741177,42.74,69321,0,0,0,0,0,0,0,0,0,0,0,0,1
559,1930.9,49.08,51.3,12.94143179,44.13,70513,0,0,0,0,0,0,0,0,0,0,0,0,1
560,1017.5,68.57,25.8,14.62936718,59.89,50624,1,AT 6000,1.01,1.4,0,75.5,Closed,35.82,85.1,95.3,97,4.77,0
561,1067,42.92,31.5,9.658759611,39.38,54196,1,AT 7800,1.01,1.4,0,76,Closed,23.14,85.3,95.3,97,2.47,0
562,1624.3,65.33,29.3,10.01583051,61.43,52806,1,AT 7800,1.01,2.4,0,78.3,Closed,32.66,87.2,95.8,97,3.7,0
563,2237.6,31,47.1,4.932299251,30.24,66391,0,0,0,0,0,0,0,0,0,0,0,0,1
564,839.9,27.65,53.1,8.467762462,25.58,72340,1,AT 6000,1.01,1.4,0,70.1,Closed,19.7,84.1,95.1,97,1.26,0
565,362.8,32.32,59,11.88107493,28.57,79462,1,LPT 1000,1.01,1.4,0,63.2,Closed,25.28,79.4,94.1,97,1.58,0
566,704.4,47.54,24.8,10.1437268,43.32,50033,0,0,0,0,0,0,0,0,0,0,0,0,1
567,1386.5,38.66,57.4,11.00723847,35.37,77461,1,AT 7800,1.01,1.4,0,70.9,Closed,28.4,86.5,95.6,97,1.65,0
568,2085.2,43.92,37.9,4.482139809,43.21,58670,0,0,0,0,0,0,0,0,0,0,0,0,1
569,1246.2,44.32,37.5,6.303087719,42.92,58350,1,AT 7800,1.01,1.4,0,76.9,Closed,24.36,86,95.5,97,2.17,0
570,1464.2,62.18,39.1,14.64482972,54.76,59616,1,AT 7800,1.01,1.4,0,77.9,Closed,36.88,86.8,95.7,97,3.16,0
571,1840.5,64.28,30.1,7.648441554,62.03,53319,0,0,0,0,0,0,0,0,0,0,0,0,1
572,981,42.81,46.1,10.25268931,39.48,65415,1,AT 6000,1.01,1.4,0,74.3,Closed,27.56,84.9,95.3,97,2.04,0
573,860.2,61.06,51.7,8.916428388,58.72,71022,1,AT 4150,1.01,1.4,0,71.3,Closed,41.32,84.2,95.1,97,2.79,0
574,157.8,30.65,58.1,3.614776031,30.3,78261,0,0,0,0,0,0,0,0,0,0,0,0,1
575,240.7,51.02,33.6,11.31582465,46.28,55606,1,AT 1500,1.01,1.4,0,69.2,Closed,30.39,77.6,93.7,97,3.44,0
576,562.2,44.78,55,8.79311799,42.61,74532,0,0,0,0,0,0,0,0,0,0,0,0,1
577,1027.7,31.32,31.1,3.559937997,30.84,53892,1,AT 7800,1.01,1.4,0,75.8,Closed,15.94,85.1,95.3,97,1.69,0
578,430.4,58.24,21.3,7.310757527,55.96,48107,1,AT 3250,1.01,1.4,0,71.9,Closed,27.39,80.1,94.3,97,4.69,0
579,209.3,33.63,24.1,9.545893175,29.86,49578,1,LPT 1000,1.01,1.4,0,68.4,Closed,18.85,77,93.5,97,2.94,0
580,419.8,51.94,28.3,12.39403014,45.89,52164,1,AT 3250,1.01,1.4,0,72.5,Closed,28.81,80,94.3,97,3.73,0
581,746.3,43.19,55.7,12.11472381,39.11,75381,1,AT 4150,1.01,1.4,0,68.7,Closed,31.71,82.5,94.9,97,2.02,0
582,622.2,40.98,54.3,14.21546959,35.25,73723,1,AT 4150,1.01,1.4,0,68.8,Closed,30.34,81.7,94.7,97,2,0
583,1399.8,36.18,50.6,14.94915172,29.52,69745,0,0,0,0,0,0,0,0,0,0,0,0,1
584,410,38.7,59.7,7.177463658,37.35,80322,1,LPT 1000,1.01,1.4,0,64.3,Closed,29.39,79.9,94.3,97,1.81,0
585,1390,68.37,35.6,14.95700876,60.28,57023,1,AT 7800,1.01,1.4,0,77.3,Closed,39.04,86.5,95.6,97,3.7,0
586,1454.3,48.1,34.1,11.7580882,43.01,55930,1,AT 7800,1.01,1.5,0,77.8,Closed,26.81,86.7,95.7,97,2.61,0
587,651.7,64.09,41.3,7.193333764,62.35,61414,1,AT 3250,1.01,1.4,0,73.6,Closed,37.77,81.9,94.8,97,3.28,0
588,2253.6,44.23,31.9,6.733499906,42.51,54433,0,0,0,0,0,0,0,0,0,0,0,0,1
589,1273.8,54.7,44.1,5.590278934,53.68,63728,1,AT 6000,1.01,1.4,0,76.3,Closed,32.4,86.1,95.5,97,2.48,0
590,1538.4,56.91,42.3,11.11775424,52.8,62182,1,AT 7800,1.01,1.4,0,77.9,Closed,33.81,87,95.8,97,2.67,0
591,1383.1,32.94,54.9,7.226781367,31.47,74392,1,AT 7800,1.01,1.4,0,72.3,Closed,23.14,86.5,95.6,97,1.4,0
592,613.5,65.04,37.2,13.43672071,58.64,58180,1,AT 3250,1.01,1.4,0,73.6,Closed,38.59,81.7,94.7,97,3.74,0
593,1086.5,47.62,53.4,5.44190439,46.77,72736,1,AT 6000,1.01,1.4,0,71.7,Closed,32.46,85.4,95.4,97,2.07,0
594,1211.8,34.38,47,3.63373079,33.97,66244,1,AT 7800,1.01,1.4,0,75.1,Closed,21.41,85.9,95.5,97,1.52,0
